person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_amnt,loan_int_rate,loan_percent_income,cb_person_cred_hist_length
25,102000,2,9.0,3,8000,12.42,0.08,4
23,30000,3,3.0,3,3000,15.2,0.1,2
22,70000,0,5.0,0,8000,13.49,0.11,2
27,51200,3,11.0,1,18000,14.96,0.35,8
24,105000,0,2.0,3,9850,9.63,0.09,2
25,60000,3,9.0,1,12000,7.9,0.2,2
22,31221,3,4.0,1,7000,11.83,0.22,4
34,287300,3,1.0,3,15000,12.41,0.04,8
24,41100,2,4.0,4,5600,6.03,0.14,3
26,100000,3,0.0,4,13500,7.14,0.14,3
21,60000,0,5.0,0,10000,5.99,0.17,2
53,45000,3,0.0,4,5600,13.79,0.12,28
22,28800,0,2.0,3,10000,7.49,0.35,2
25,25000,3,3.0,4,10000,14.11,0.4,2
29,44000,0,3.0,1,5500,10.99,0.13,7
22,57175,3,6.0,2,16000,17.15,0.28,4
27,29160,0,2.0,5,8000,7.51,0.27,7
51,74628,0,3.0,4,3000,13.49,0.04,18
32,54000,0,9.0,1,3000,10.99,0.06,7
28,225000,0,12.0,4,20000,7.88,0.09,9
23,75000,3,5.0,0,8000,10.74,0.11,3
29,85000,3,3.0,0,14000,5.42,0.16,5
25,77000,0,1.0,0,7200,18.53,0.09,3
24,45000,0,8.0,1,5000,5.79,0.11,2
24,92341,3,9.0,2,12000,7.51,0.13,3
24,82500,3,8.0,3,9800,7.51,0.12,4
24,61800,3,2.0,0,15000,10.99,0.24,4
28,84000,0,1.0,0,3000,15.99,0.04,6
24,135000,0,8.0,1,12000,9.38,0.09,2
29,40000,3,1.0,2,10000,13.16,0.25,7
26,44959,0,2.0,4,10000,11.71,0.22,2
25,75000,3,9.0,0,25000,10.36,0.33,2
22,37200,3,6.0,4,10000,10.99,0.27,2
36,106000,0,15.0,2,4025,7.49,0.04,14
26,62100,0,8.0,4,1600,12.61,0.03,4
25,111996,3,9.0,4,24250,10.99,0.22,3
26,80500,0,3.0,5,24000,17.58,0.3,3
22,57000,3,6.0,5,4000,10.99,0.07,2
36,49901,0,13.0,2,8400,13.61,0.17,12
22,65000,3,2.0,1,10000,9.88,0.15,2
31,42000,2,0.0,2,7200,9.99,0.17,8
24,26000,3,1.0,3,12250,11.49,0.47,2
28,39600,3,2.0,5,2800,16.77,0.07,7
27,33000,3,11.0,2,1600,16.89,0.05,5
22,28080,3,4.0,3,4200,9.91,0.15,4
30,33280,3,1.0,3,4000,13.79,0.12,9
32,50000,3,3.0,4,2500,13.49,0.05,7
23,50400,0,4.0,5,11200,7.42,0.22,3
23,125000,0,7.0,1,5000,10.99,0.04,2
24,45000,0,3.0,5,15000,13.06,0.33,3
23,37000,3,4.0,4,10000,13.23,0.27,3
24,32700,2,8.0,1,4200,7.29,0.13,2
27,35000,3,8.0,4,12000,9.91,0.34,8
27,90000,0,5.0,5,12000,12.73,0.13,9
24,82440,3,8.0,0,14700,8.49,0.18,4
31,67000,3,0.0,3,13000,13.06,0.19,10
23,38000,3,4.0,5,1500,8.32,0.04,3
42,39000,3,4.0,2,19750,10.65,0.51,14
39,80000,0,18.0,4,5600,13.43,0.07,13
25,83004,0,9.0,0,5000,6.76,0.06,3
43,125000,3,4.0,1,3250,7.49,0.03,16
23,66000,0,7.0,4,10000,9.63,0.15,4
21,55692,3,5.0,4,5600,6.62,0.1,2
23,50000,3,5.0,4,6000,11.48,0.12,3
36,51000,0,4.0,2,4775,11.14,0.09,14
22,19008,2,4.0,5,12000,5.42,0.63,2
29,54000,0,8.0,3,7500,7.49,0.14,7
42,300000,3,26.0,3,16000,9.63,0.05,15
30,30000,3,1.0,3,4000,13.99,0.13,6
26,36000,3,2.0,0,14500,9.88,0.4,3
27,40000,2,11.0,4,6400,9.32,0.16,9
32,113000,0,1.0,1,5000,10.99,0.04,6
26,32450,0,5.0,2,3250,6.99,0.1,2
24,22992,3,1.0,2,5000,13.06,0.22,3
38,74000,3,9.0,1,9000,12.84,0.12,12
40,110000,0,14.0,4,5000,11.49,0.05,14
26,53000,0,9.0,0,8000,7.88,0.15,2
38,89000,0,11.0,1,10000,10.99,0.11,13
27,36000,3,0.0,0,8000,13.92,0.22,9
24,65000,3,0.0,2,23000,11.99,0.35,4
31,84000,0,2.0,1,10400,14.96,0.12,7
24,83500,3,1.0,1,20000,13.48,0.24,3
22,69077,0,2.0,4,10000,7.51,0.14,3
25,96050,3,9.0,3,6500,14.61,0.06,2
23,58000,0,7.0,3,7200,11.97,0.12,3
27,54000,0,1.0,2,27575,10.99,0.51,5
22,50004,2,0.0,5,5000,14.26,0.1,4
40,108000,2,4.0,4,3500,10.99,0.03,15
24,68400,2,8.0,3,6000,6.54,0.09,4
22,21040,3,4.0,1,8450,11.71,0.4,4
27,49200,0,11.0,3,9600,5.42,0.2,6
30,120000,0,6.0,3,9600,7.66,0.08,9
23,30000,3,3.0,4,3600,5.99,0.12,2
22,43000,3,6.0,1,13500,10.95,0.31,4
25,61000,0,9.0,2,15000,9.88,0.25,2
35,188000,3,4.0,0,5000,16.49,0.03,9
28,85000,3,8.0,0,8000,11.71,0.09,5
27,62900,3,7.0,3,24250,15.31,0.33,6
37,50000,3,1.0,2,15000,13.22,0.3,11
34,68000,0,1.0,1,15000,11.78,0.22,7
30,65000,3,14.0,4,11475,13.72,0.18,6
22,31200,3,2.0,4,1200,12.21,0.04,4
34,36500,3,4.0,0,6500,15.65,0.18,10
25,70224,0,1.0,1,21000,13.22,0.3,4
25,31000,2,8.0,4,12000,10.99,0.39,3
33,87550,3,0.0,3,9000,14.65,0.09,7
22,24000,2,1.0,3,6000,12.68,0.25,4
28,48996,3,12.0,3,10000,10.37,0.2,9
24,70446,3,1.0,4,9550,7.49,0.14,3
26,157500,0,4.0,4,25000,11.86,0.16,3
26,45000,3,3.0,4,8000,15.33,0.18,4
23,22000,3,1.0,1,5500,13.04,0.25,4
23,100000,0,5.0,0,20000,11.36,0.2,3
22,48000,3,3.0,0,6700,11.99,0.14,3
37,103000,3,1.0,1,10000,15.62,0.1,12
23,34348,0,7.0,1,5000,7.9,0.15,3
29,80000,3,3.0,4,21000,10.99,0.26,6
31,13000,3,6.0,2,7000,9.62,0.54,9
33,56000,3,7.0,4,10000,11.36,0.18,6
25,54000,3,1.0,4,3600,10.99,0.07,3
43,400000,0,5.0,5,28000,9.91,0.07,11
45,43800,3,0.0,1,5000,10.99,0.11,14
22,50000,3,2.0,5,3500,10.99,0.07,3
26,27000,3,0.0,1,2500,13.61,0.09,4
24,84000,0,8.0,1,18000,9.99,0.21,2
28,100000,2,13.0,5,2000,14.27,0.02,5
24,31000,3,8.0,5,13500,13.43,0.44,4
25,50000,3,6.0,5,8000,7.9,0.16,4
24,36000,3,1.0,4,8000,12.12,0.22,4
30,41000,0,14.0,2,18000,9.01,0.44,7
28,34320,0,5.0,0,16000,12.69,0.47,7
24,24000,3,1.0,2,2000,14.61,0.08,2
22,71500,3,2.0,1,6400,13.11,0.09,4
42,48000,2,0.0,4,3500,14.35,0.07,12
24,120000,3,5.0,3,15000,10.99,0.13,3
41,70000,0,2.0,4,5000,12.69,0.07,12
26,64000,3,0.0,5,10000,16.4,0.16,3
30,45000,0,11.0,3,2500,6.76,0.06,10
31,96000,0,7.0,5,25000,10.99,0.26,5
24,105000,3,2.0,5,13800,7.66,0.13,2
25,31200,3,8.0,0,14700,12.29,0.47,4
38,55000,0,16.0,4,6000,5.42,0.11,14
37,88000,0,21.0,5,12000,7.51,0.14,17
25,70000,3,2.0,2,14000,9.99,0.2,2
22,60000,3,0.0,1,12000,13.47,0.2,3
37,37500,3,0.0,4,6750,6.91,0.18,16
31,50000,3,8.0,0,6500,9.38,0.13,5
33,54000,0,7.0,5,7500,13.22,0.14,10
33,83000,3,0.0,0,21000,11.71,0.25,7
25,69000,3,3.0,2,10000,14.09,0.14,2
23,30000,0,0.0,2,1000,9.32,0.03,4
24,33600,3,5.0,4,4450,11.49,0.13,4
26,80000,2,5.0,4,7000,13.22,0.09,2
44,29088,3,3.0,0,7200,11.71,0.25,17
33,26400,3,3.0,3,1000,10.99,0.04,7
25,33168,0,9.0,4,6000,15.96,0.18,4
30,60000,3,14.0,3,18500,12.99,0.31,5
34,82000,3,3.0,3,6000,8.9,0.07,5
26,65000,0,1.0,2,17000,9.91,0.26,2
46,60000,3,9.0,2,15000,16.32,0.25,16
26,70000,3,3.0,1,5000,17.39,0.07,2
23,52692,3,4.0,1,3500,12.23,0.07,4
49,90000,3,3.0,1,12000,10.99,0.13,16
25,60000,0,7.0,0,8000,5.79,0.13,2
21,83004,0,2.0,0,10000,15.28,0.12,4
30,79820,3,4.0,1,14400,13.49,0.18,6
26,33200,3,2.0,3,10000,11.49,0.3,2
31,45504,0,3.0,1,7000,9.88,0.15,8
25,75000,3,4.0,0,13000,11.48,0.17,4
22,68000,0,6.0,1,11000,6.99,0.16,4
31,75000,0,4.0,3,13800,10.99,0.18,9
29,60000,0,1.0,5,5600,12.42,0.09,10
21,24000,3,5.0,5,2000,11.14,0.08,4
27,65000,0,11.0,5,4500,11.99,0.07,10
21,30000,3,2.0,3,4150,6.76,0.14,3
39,38400,3,5.0,5,10850,10.99,0.28,14
32,61000,0,3.0,0,2000,7.9,0.03,8
25,42000,3,0.0,5,3500,5.42,0.08,4
24,27000,3,8.0,3,4000,10.75,0.15,4
25,53000,3,0.0,1,7500,10.39,0.14,4
38,67870,0,6.0,0,5000,10.99,0.07,15
41,52106,3,4.0,1,5000,12.84,0.1,13
25,58800,3,4.0,1,5000,14.84,0.09,2
30,35600,3,0.0,1,8000,14.59,0.22,9
28,54000,0,11.0,2,1200,7.51,0.02,7
26,64000,0,10.0,2,15000,10.38,0.23,3
36,60000,3,3.0,1,9500,7.14,0.16,12
29,60000,3,2.0,3,14000,7.51,0.23,8
24,42200,3,5.0,3,4450,9.32,0.11,4
29,29780,3,2.0,4,1500,12.86,0.05,10
33,143004,0,17.0,2,10000,6.99,0.07,7
34,53549,0,17.0,0,14200,6.99,0.27,6
34,35000,2,2.0,1,2000,13.99,0.06,8
24,141000,2,8.0,1,10000,7.49,0.07,2
23,52000,0,7.0,1,8400,8.9,0.16,2
21,27996,3,5.0,1,3700,8.0,0.13,3
32,41464,0,16.0,0,3500,8.32,0.08,9
22,57460,3,1.0,1,10400,13.49,0.18,3
29,120000,2,5.0,3,8000,11.11,0.07,10
21,42000,3,6.0,1,7200,5.42,0.17,4
25,42000,3,4.0,1,1925,6.17,0.05,4
29,240000,0,13.0,0,12000,6.03,0.05,9
22,185000,3,4.0,1,25000,11.36,0.14,4
24,25000,3,0.0,3,6950,14.42,0.28,3
44,60000,0,4.0,2,15000,10.99,0.25,11
23,25960,3,1.0,5,12250,10.37,0.47,4
21,35000,3,6.0,4,5000,14.79,0.14,2
23,95327,2,4.0,5,4325,7.74,0.05,2
21,28692,0,5.0,1,3000,10.75,0.1,2
26,150000,0,10.0,0,14000,10.36,0.09,3
25,12996,2,1.0,3,3600,14.59,0.28,3
22,18996,3,3.0,4,3200,15.28,0.17,2
24,75000,0,7.0,2,12000,13.49,0.16,4
22,43200,0,1.0,4,8400,16.77,0.19,4
23,40000,2,4.0,5,7500,5.42,0.19,2
28,64000,1,11.0,4,15000,9.63,0.23,10
27,75000,3,5.0,4,15000,6.91,0.2,10
24,28800,3,2.0,4,8875,10.99,0.31,2
30,145000,0,3.0,2,9600,7.9,0.07,6
24,39996,0,4.0,1,5000,14.82,0.13,3
23,61360,2,3.0,3,6125,8.59,0.1,4
27,120000,0,2.0,1,17000,6.03,0.14,5
23,20000,3,0.0,1,4100,13.49,0.2,4
34,33600,0,4.0,1,6000,10.99,0.18,6
23,46800,2,7.0,5,9000,10.99,0.19,4
36,136000,0,0.0,5,4800,14.72,0.04,15
32,84000,0,15.0,3,15000,6.91,0.18,7
27,111000,3,11.0,4,28000,7.9,0.25,8
32,63000,0,6.0,4,8000,6.17,0.13,8
23,34000,3,5.0,0,12000,12.84,0.35,4
23,24000,3,4.0,1,12250,13.16,0.51,4
32,40000,3,2.0,1,5400,11.11,0.14,5
21,30000,3,5.0,4,3500,7.9,0.12,2
23,48500,3,5.0,3,3850,8.49,0.08,2
36,38400,2,5.0,4,10000,6.17,0.26,13
40,54000,0,19.0,4,5000,5.42,0.09,13
28,63000,3,4.0,3,25000,11.36,0.4,8
31,50000,3,5.0,3,8800,6.17,0.18,9
22,19200,0,6.0,4,4950,11.71,0.26,2
26,78000,3,0.0,2,24250,17.56,0.31,3
27,48000,2,2.0,5,14000,10.99,0.29,8
25,100000,3,9.0,4,7750,9.99,0.08,4
28,100000,0,12.0,4,10000,5.42,0.1,8
36,72000,0,8.0,3,3500,6.99,0.05,13
24,100000,0,8.0,2,12000,15.33,0.12,4
29,105000,3,1.0,3,7500,11.03,0.07,9
23,55000,3,4.0,1,10000,10.37,0.18,4
26,216000,0,10.0,1,20000,14.22,0.09,2
31,40860,3,0.0,5,4000,10.99,0.1,7
22,41000,3,3.0,0,15000,12.73,0.37,3
27,45150,3,1.0,4,18000,13.16,0.4,7
26,30000,3,4.0,5,2800,14.65,0.09,3
29,45000,0,5.0,2,8000,15.58,0.18,9
36,372000,3,4.0,0,2000,10.99,0.01,14
38,65000,3,2.0,5,7000,7.88,0.11,11
30,51372,3,4.0,3,4500,6.39,0.09,10
26,88596,3,3.0,4,24000,11.58,0.27,3
22,29654,3,3.0,1,7000,14.22,0.24,3
26,125000,3,0.0,1,15500,7.88,0.12,2
25,54000,3,3.0,2,25000,16.82,0.46,4
23,120000,0,7.0,0,15000,10.99,0.13,4
22,24605,2,3.0,1,10000,10.99,0.41,4
32,100000,0,2.0,3,35000,10.99,0.35,10
28,31000,3,6.0,4,2400,11.49,0.08,6
22,44582,3,6.0,2,4000,5.99,0.09,4
41,102300,0,9.0,1,8800,11.58,0.09,11
33,60000,0,4.0,4,6300,9.62,0.1,10
23,52000,3,7.0,5,10000,6.54,0.19,2
26,24000,3,1.0,2,3625,11.11,0.15,4
34,54000,0,5.0,4,3500,5.99,0.06,6
23,35000,3,2.0,5,10000,7.29,0.29,4
23,54096,3,2.0,4,4900,10.99,0.09,2
29,100000,0,1.0,0,12000,6.91,0.12,10
44,42000,0,4.0,3,13200,6.17,0.31,14
29,60000,0,3.0,4,7200,7.88,0.12,7
27,48000,3,9.0,0,14000,13.79,0.29,10
32,52000,2,14.0,5,15000,6.91,0.29,6
24,56000,3,3.0,1,20000,14.61,0.36,4
31,41000,0,6.0,3,3200,13.16,0.08,6
35,20800,2,2.0,3,7000,10.62,0.34,8
27,101000,3,2.0,0,11200,10.99,0.11,6
24,30000,3,4.0,3,1400,15.62,0.05,4
22,128474,0,6.0,0,30000,7.29,0.23,2
23,57600,3,5.0,3,7500,13.85,0.13,3
27,56500,3,2.0,2,14000,13.87,0.25,8
25,34000,3,0.0,2,5925,11.11,0.17,4
35,80004,0,2.0,4,3200,11.11,0.04,7
25,44000,3,5.0,3,2400,7.66,0.05,4
28,120000,2,1.0,4,3600,14.84,0.03,9
25,44196,0,8.0,2,4000,7.51,0.09,3
26,95000,0,9.0,5,17000,15.65,0.18,2
30,65000,3,2.0,0,25000,10.38,0.38,8
37,95000,0,10.0,2,3250,13.35,0.03,13
24,72800,0,8.0,4,11200,13.79,0.15,2
23,44000,3,7.0,0,13000,16.29,0.3,3
23,80000,0,7.0,0,10000,7.74,0.13,3
35,37000,3,2.0,5,2000,11.26,0.05,8
23,74000,0,3.0,5,10000,10.99,0.14,3
25,48000,3,0.0,1,3200,10.99,0.07,4
26,49200,3,7.0,3,6000,16.49,0.12,2
23,138000,3,7.0,0,24000,16.0,0.17,2
30,49641,0,9.0,4,8400,13.11,0.17,6
26,120000,0,4.0,5,25000,12.69,0.21,2
28,29496,3,8.0,1,4500,14.11,0.15,7
23,78000,3,1.0,2,12000,14.96,0.15,4
36,148000,0,6.0,0,10000,14.11,0.07,13
25,40800,0,9.0,3,9700,9.63,0.24,4
22,24000,3,6.0,1,4800,7.49,0.2,2
24,54400,0,8.0,2,3300,7.66,0.06,2
40,54000,0,3.0,2,6000,13.49,0.11,11
35,52000,0,7.0,0,7000,6.03,0.13,5
31,36000,3,3.0,4,8000,8.49,0.22,8
26,130000,3,0.0,2,4550,13.57,0.04,2
32,73000,3,0.0,1,22400,12.69,0.31,5
22,59959,0,4.0,1,6000,10.99,0.1,3
39,164000,0,18.0,5,35000,13.99,0.21,14
23,21600,0,7.0,1,2000,6.17,0.09,4
23,106925,0,7.0,1,24250,12.18,0.23,3
23,78000,0,2.0,5,6000,6.91,0.08,4
34,70596,0,18.0,0,10000,11.26,0.14,9
27,70000,3,4.0,3,7500,7.88,0.11,5
24,25000,0,3.0,5,9000,7.14,0.36,4
25,21500,3,2.0,3,7500,11.34,0.35,2
27,72000,0,11.0,3,9500,13.99,0.13,6
28,37090,3,2.0,0,3000,11.12,0.08,5
22,50000,0,2.0,1,22000,9.91,0.44,2
28,82300,3,3.0,5,3600,9.63,0.04,8
22,60000,2,6.0,1,5900,11.12,0.1,2
22,48000,3,0.0,4,3000,14.79,0.06,2
28,56700,0,11.0,5,15000,12.12,0.26,7
35,120000,3,4.0,2,12000,10.99,0.1,7
22,30000,2,6.0,1,2500,7.29,0.08,3
22,52500,3,1.0,3,16000,12.69,0.3,3
25,34000,3,4.0,5,8200,12.21,0.24,4
40,43000,0,18.0,3,2500,12.84,0.06,14
22,72000,0,6.0,1,8000,16.45,0.11,4
29,39000,0,6.0,3,7100,8.32,0.18,5
23,30000,3,6.0,1,4800,7.49,0.16,3
35,57721,3,3.0,0,16500,10.99,0.29,6
21,60000,0,5.0,4,6000,6.91,0.1,4
24,50000,2,5.0,5,5000,12.69,0.1,3
34,73000,3,0.0,4,10000,11.11,0.14,10
24,60000,3,4.0,1,12500,11.49,0.21,2
43,80000,3,5.0,2,10000,11.49,0.13,12
25,52000,3,3.0,4,13000,15.31,0.25,2
64,87000,0,12.0,4,15000,7.51,0.17,27
22,70028,3,7.0,5,2000,10.99,0.03,3
29,54000,3,1.0,2,2000,10.01,0.04,7
23,21000,3,2.0,0,3000,12.68,0.14,2
23,112995,3,7.0,5,2500,7.37,0.02,3
30,54000,3,9.0,2,15000,14.27,0.28,8
33,42000,3,0.0,3,8000,5.99,0.19,7
23,40000,0,7.0,3,4000,7.51,0.1,2
28,39000,3,3.0,5,9900,10.95,0.25,6
21,84000,0,5.0,1,2500,9.99,0.03,4
39,325000,0,14.0,4,18000,14.96,0.06,14
25,53000,0,9.0,5,10800,7.51,0.2,2
24,61781,0,6.0,1,17800,10.25,0.29,3
38,50000,0,4.0,5,10000,11.86,0.2,11
29,25400,3,1.0,1,7500,14.59,0.3,5
25,40000,0,1.0,2,4000,7.29,0.1,2
21,44000,3,0.0,4,5500,15.28,0.13,3
22,48000,3,0.0,0,17750,13.49,0.37,4
29,44000,3,2.0,5,5400,16.0,0.12,9
32,36500,3,2.0,0,20000,10.99,0.55,8
36,80000,3,4.0,1,7500,11.49,0.09,15
36,80000,3,0.0,4,10000,13.61,0.13,14
26,54828,0,10.0,1,5000,16.82,0.09,4
32,33000,0,2.0,3,5000,6.17,0.15,7
23,40000,3,3.0,5,1000,10.62,0.03,4
21,25200,3,3.0,3,8500,13.61,0.34,2
24,72000,0,8.0,4,5000,6.03,0.07,4
36,140004,0,4.0,0,10000,6.92,0.07,11
27,27000,2,1.0,5,6000,8.0,0.22,6
23,57000,3,6.0,2,3000,14.59,0.05,2
22,105000,0,6.0,0,12800,11.83,0.12,3
30,75000,3,2.0,0,6000,12.68,0.08,5
26,28000,3,8.0,1,6625,12.92,0.24,2
30,80256,2,11.0,5,24000,7.49,0.3,7
22,24000,2,4.0,4,4750,10.99,0.2,3
25,64000,0,9.0,2,9000,5.99,0.14,2
22,110000,3,7.0,1,20000,14.17,0.18,3
29,76000,0,9.0,0,4400,16.29,0.06,10
26,95000,3,0.0,0,12000,10.65,0.13,4
23,55000,0,7.0,3,10000,13.99,0.18,3
30,59004,3,3.0,2,14000,15.28,0.24,10
28,57000,3,2.0,5,15000,14.11,0.26,10
33,84996,3,2.0,1,4000,8.59,0.05,6
28,60000,3,3.0,3,25000,13.49,0.42,10
23,30000,0,0.0,0,1000,13.72,0.03,4
24,134000,0,2.0,0,25000,14.83,0.19,4
36,140000,0,21.0,4,8000,6.99,0.06,11
33,60000,3,0.0,4,15000,13.79,0.25,7
27,150000,3,2.0,1,8000,10.99,0.05,7
26,60000,3,0.0,5,5000,7.14,0.08,2
28,103992,0,3.0,4,18000,10.99,0.17,7
22,34800,3,7.0,4,9600,19.16,0.28,2
22,35000,0,7.0,4,3500,11.49,0.1,3
32,65000,3,4.0,5,20000,13.8,0.31,6
26,70000,3,0.0,0,11600,6.99,0.17,3
32,24000,2,2.0,4,5000,16.29,0.21,9
27,49500,3,6.0,4,6000,11.22,0.12,8
25,32000,3,2.0,3,6000,10.62,0.19,2
28,54600,0,13.0,1,20000,11.89,0.37,5
30,96000,0,14.0,2,6000,5.42,0.06,6
27,72800,0,7.0,2,7000,10.99,0.1,10
29,87000,0,6.0,5,4800,8.94,0.06,5
26,130000,0,5.0,4,35000,18.25,0.27,4
23,45000,3,0.0,3,15000,10.99,0.33,3
33,76248,0,17.0,1,10400,7.66,0.14,5
22,50004,3,3.0,5,25000,12.23,0.5,3
22,24000,3,3.0,0,1000,12.84,0.04,4
34,220000,0,13.0,0,11275,12.99,0.05,8
22,43200,3,2.0,1,8000,5.99,0.19,3
24,78956,3,5.0,3,35000,11.11,0.44,4
24,42000,0,9.0,4,11000,5.42,0.26,4
32,45000,0,12.0,1,4800,7.49,0.11,7
23,64000,3,0.0,4,12000,13.16,0.19,2
27,50000,3,0.0,1,8000,7.9,0.16,8
25,44000,3,7.0,3,7500,13.92,0.17,3
21,22000,3,5.0,4,5000,15.7,0.23,3
22,85000,0,0.0,1,20000,13.49,0.24,2
26,76000,0,10.0,0,7200,16.35,0.09,2
28,17573,3,1.0,3,3000,7.37,0.17,8
47,50000,0,3.0,5,4000,10.99,0.08,17
27,44000,3,3.0,3,1200,15.23,0.03,5
22,27996,3,4.0,3,5000,10.99,0.18,3
32,45000,3,3.0,1,3000,12.61,0.07,8
22,26124,3,2.0,1,7125,5.79,0.27,2
26,55500,3,3.0,3,10000,10.99,0.18,4
25,44000,0,3.0,5,3600,9.32,0.08,2
34,56000,3,16.0,4,5000,8.9,0.09,8
55,28800,2,1.0,4,5000,15.33,0.17,22
40,59484,0,13.0,5,5500,7.14,0.09,11
43,29004,2,3.0,3,5000,7.88,0.17,11
28,34300,0,1.0,3,6125,16.89,0.18,10
23,40000,2,1.0,5,15000,12.42,0.38,4
21,33800,3,5.0,3,15000,11.71,0.44,2
28,30000,3,12.0,1,2000,5.42,0.07,5
32,60000,0,4.0,2,3250,13.49,0.05,5
21,28416,3,6.0,4,4600,10.99,0.16,2
25,39000,0,9.0,0,3000,13.99,0.08,2
21,62004,3,0.0,5,15000,7.29,0.24,4
26,50000,3,4.0,4,6000,10.99,0.12,3
32,53196,3,9.0,5,25000,11.86,0.47,9
24,34000,0,1.0,0,7000,14.09,0.21,2
26,53000,0,1.0,0,8000,10.99,0.15,2
27,33000,3,4.0,3,10625,6.62,0.32,5
34,66996,3,4.0,0,13000,15.2,0.19,9
21,24000,3,2.0,3,5000,12.98,0.21,2
25,130000,0,5.0,5,20000,13.48,0.15,2
22,50000,0,0.0,0,6400,7.29,0.13,4
27,36000,3,5.0,1,5000,9.63,0.14,8
58,33600,3,6.0,1,1500,14.79,0.04,28
41,30000,3,3.0,4,8875,5.42,0.3,16
28,78500,3,2.0,2,5000,14.27,0.06,6
22,31000,3,3.0,5,10000,19.42,0.32,2
24,50000,3,8.0,0,7000,11.71,0.14,3
37,48000,0,4.0,2,7000,7.9,0.15,15
36,72000,0,3.0,5,8000,6.92,0.11,16
26,34000,3,2.0,3,13000,9.63,0.38,2
25,43200,0,6.0,1,3600,14.79,0.08,2
22,49000,0,6.0,5,4000,8.94,0.08,2
30,24000,0,4.0,3,7000,6.62,0.29,9
34,30636,3,4.0,0,10000,10.37,0.33,10
27,82000,0,11.0,4,10000,7.51,0.12,9
24,40000,0,1.0,3,7500,12.42,0.19,4
37,80000,0,0.0,2,3000,10.99,0.04,15
33,36500,0,17.0,2,3200,7.37,0.09,6
23,33000,3,4.0,5,18000,9.91,0.55,4
35,58000,0,4.0,3,15000,13.99,0.26,9
36,132000,3,3.0,2,10200,7.51,0.08,13
32,90000,3,11.0,4,20000,13.22,0.22,6
28,42240,2,2.0,4,12000,11.86,0.28,6
21,49000,3,5.0,5,12500,7.49,0.26,4
32,50000,0,5.0,4,9600,6.76,0.19,9
50,42000,0,3.0,2,10000,14.84,0.24,13
39,403750,0,10.0,3,35000,10.99,0.07,11
27,47000,3,1.0,3,13000,10.99,0.28,6
40,55182,3,0.0,5,6000,6.99,0.11,13
24,62004,3,6.0,5,14000,8.59,0.23,4
51,18408,3,4.0,4,1000,14.65,0.05,20
34,80000,0,4.0,2,12000,10.99,0.15,10
26,62000,0,1.0,0,8400,6.62,0.14,4
24,50000,3,4.0,2,5600,10.99,0.11,4
23,74400,0,0.0,4,5000,10.99,0.07,3
28,191250,0,11.0,3,9000,16.95,0.04,6
30,139008,0,2.0,1,15000,13.47,0.11,6
24,12600,3,2.0,5,2500,13.11,0.2,2
30,65144,0,9.0,3,5000,16.35,0.07,6
30,49000,3,2.0,2,5000,15.31,0.1,10
22,35000,3,5.0,1,8000,7.29,0.23,2
39,42000,3,2.0,4,6000,17.58,0.14,12
30,35000,0,14.0,3,2000,5.42,0.06,9
65,46000,3,5.0,5,10500,16.32,0.23,24
48,40000,3,3.0,3,10000,10.99,0.25,17
25,95950,3,2.0,4,17500,11.71,0.18,3
25,63000,0,9.0,0,7775,10.99,0.12,3
29,84000,0,8.0,5,10000,10.99,0.12,8
23,43200,0,5.0,5,10000,12.69,0.23,3
35,133000,0,3.0,2,15000,16.77,0.11,7
21,50031,0,5.0,4,2000,5.99,0.04,2
27,31416,2,0.0,5,8000,11.12,0.25,5
27,108928,0,9.0,1,17600,7.88,0.16,8
22,33600,2,4.0,4,12000,13.06,0.36,4
29,30000,3,8.0,3,7000,13.35,0.23,10
22,53000,0,6.0,1,10000,17.39,0.19,3
21,54000,0,5.0,5,13000,7.51,0.24,4
42,35000,3,1.0,3,7500,9.99,0.21,15
28,57000,3,0.0,2,6800,10.65,0.12,8
24,40000,3,0.0,3,15000,7.88,0.38,4
34,42000,3,5.0,3,18825,7.9,0.45,9
24,36500,0,3.0,5,2500,10.37,0.07,3
26,55000,3,3.0,5,5000,13.48,0.09,4
22,83000,2,6.0,1,25000,15.95,0.3,2
25,230000,0,5.0,3,35000,13.99,0.15,4
32,36000,3,2.0,5,5000,11.83,0.14,10
26,59500,0,9.0,0,12000,6.62,0.2,4
23,54000,3,7.0,3,15000,15.27,0.28,2
26,40000,0,5.0,3,16000,10.99,0.4,3
27,41200,3,1.0,3,7100,7.88,0.17,10
43,54000,3,0.0,4,9000,15.65,0.17,14
26,159960,0,11.0,2,18325,7.49,0.11,3
31,35000,3,3.0,5,5000,10.65,0.14,5
31,10200,3,4.0,3,1000,10.99,0.1,10
34,39312,3,5.0,4,10000,15.7,0.25,7
25,22260,0,9.0,4,6400,7.88,0.29,4
21,65000,0,2.0,5,8400,11.86,0.13,4
22,78000,3,0.0,5,6925,9.62,0.09,4
28,63000,3,0.0,3,12000,10.37,0.19,10
25,100000,3,7.0,3,9000,11.34,0.09,4
29,31440,3,0.0,4,3000,11.34,0.1,6
28,120000,0,11.0,1,14400,10.74,0.12,10
31,14400,3,0.0,0,4200,14.17,0.29,8
41,31000,3,3.0,5,8000,10.38,0.26,17
